userId	geneSymbol	geneName	entrezgene	score	gLink
Psme1	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	19186	0.390950038	https://www.ncbi.nlm.nih.gov/gene/?term=19186
Psme2	Psme2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	19188	0.546702778	https://www.ncbi.nlm.nih.gov/gene/?term=19188
Ptges	Ptges	prostaglandin E synthase	64292	0.55867753	https://www.ncbi.nlm.nih.gov/gene/?term=64292
Ptgs2	Ptgs2	prostaglandin-endoperoxide synthase 2	19225	0.963529954	https://www.ncbi.nlm.nih.gov/gene/?term=19225
Ptma	Ptma	prothymosin alpha	19231	0.348194228	https://www.ncbi.nlm.nih.gov/gene/?term=19231
Ptprb	Ptprb	protein tyrosine phosphatase, receptor type, B	19263	-0.65625533	https://www.ncbi.nlm.nih.gov/gene/?term=19263
Ptprk	Ptprk	protein tyrosine phosphatase, receptor type, K	19272	0.292908699	https://www.ncbi.nlm.nih.gov/gene/?term=19272
Ptprm	Ptprm	protein tyrosine phosphatase, receptor type, M	19274	-0.474751259	https://www.ncbi.nlm.nih.gov/gene/?term=19274
Ptprr	Ptprr	protein tyrosine phosphatase, receptor type, R	19279	-0.492415576	https://www.ncbi.nlm.nih.gov/gene/?term=19279
Qk	Qk	quaking	19317	-0.598242013	https://www.ncbi.nlm.nih.gov/gene/?term=19317
Qsox1	Qsox1	quiescin Q6 sulfhydryl oxidase 1	104009	0.287598736	https://www.ncbi.nlm.nih.gov/gene/?term=104009
Rab11a	Rab11a	RAB11A, member RAS oncogene family	53869	0.379022513	https://www.ncbi.nlm.nih.gov/gene/?term=53869
Rab11fip1	Rab11fip1	RAB11 family interacting protein 1 (class I)	75767	-0.535923097	https://www.ncbi.nlm.nih.gov/gene/?term=75767
Rab3a	Rab3a	RAB3A, member RAS oncogene family	19339	-0.343837663	https://www.ncbi.nlm.nih.gov/gene/?term=19339
Rab5c	Rab5c	RAB5C, member RAS oncogene family	19345	0.341822723	https://www.ncbi.nlm.nih.gov/gene/?term=19345
Rack1	Rack1	receptor for activated C kinase 1	14694	0.26175842	https://www.ncbi.nlm.nih.gov/gene/?term=14694
Ralb	Ralb	v-ral simian leukemia viral oncogene B	64143	0.87294941	https://www.ncbi.nlm.nih.gov/gene/?term=64143
Ramp2	Ramp2	receptor (calcitonin) activity modifying protein 2	54409	0.341465708	https://www.ncbi.nlm.nih.gov/gene/?term=54409
Ramp3	Ramp3	receptor (calcitonin) activity modifying protein 3	56089	0.254564245	https://www.ncbi.nlm.nih.gov/gene/?term=56089
Ran	Ran	RAN, member RAS oncogene family	19384	0.510242015	https://www.ncbi.nlm.nih.gov/gene/?term=19384
Ranbp1	Ranbp1	RAN binding protein 1	19385	0.26984394	https://www.ncbi.nlm.nih.gov/gene/?term=19385
Rara	Rara	retinoic acid receptor, alpha	19401	0.259435528	https://www.ncbi.nlm.nih.gov/gene/?term=19401
Rasal2	Rasal2	RAS protein activator like 2	226525	-0.438826055	https://www.ncbi.nlm.nih.gov/gene/?term=226525
Rasd1	Rasd1	RAS, dexamethasone-induced 1	19416	-0.656028691	https://www.ncbi.nlm.nih.gov/gene/?term=19416
Rasgrp2	Rasgrp2	RAS, guanyl releasing protein 2	19395	-0.789874783	https://www.ncbi.nlm.nih.gov/gene/?term=19395
Rasgrp3	Rasgrp3	RAS, guanyl releasing protein 3	240168	-0.560995416	https://www.ncbi.nlm.nih.gov/gene/?term=240168
Rbm3	Rbm3	NA	19652	0.804911723	https://www.ncbi.nlm.nih.gov/gene/?term=19652
Rbm39	Rbm39	RNA binding motif protein 39	170791	-0.587233032	https://www.ncbi.nlm.nih.gov/gene/?term=170791
Rbms1	Rbms1	RNA binding motif, single stranded interacting protein 1	56878	-0.369750038	https://www.ncbi.nlm.nih.gov/gene/?term=56878
Rbp1	Rbp1	retinol binding protein 1, cellular	19659	0.31494026	https://www.ncbi.nlm.nih.gov/gene/?term=19659
Rdm1	Rdm1	RAD52 motif 1	66599	-0.395873744	https://www.ncbi.nlm.nih.gov/gene/?term=66599
Reck	Reck	reversion-inducing-cysteine-rich protein with kazal motifs	53614	-0.553361167	https://www.ncbi.nlm.nih.gov/gene/?term=53614
Relb	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	19698	0.519738238	https://www.ncbi.nlm.nih.gov/gene/?term=19698
Rex1bd	Rex1bd	required for excision 1-B domain containing	66462	0.337833797	https://www.ncbi.nlm.nih.gov/gene/?term=66462
Rexo2	Rexo2	RNA exonuclease 2	104444	0.383856672	https://www.ncbi.nlm.nih.gov/gene/?term=104444
Rfk	Rfk	riboflavin kinase	54391	0.402245753	https://www.ncbi.nlm.nih.gov/gene/?term=54391
Rgcc	Rgcc	regulator of cell cycle	66214	-0.827915912	https://www.ncbi.nlm.nih.gov/gene/?term=66214
Rgs16	Rgs16	regulator of G-protein signaling 16	19734	0.617844126	https://www.ncbi.nlm.nih.gov/gene/?term=19734
Rhob	Rhob	ras homolog family member B	11852	-0.427576915	https://www.ncbi.nlm.nih.gov/gene/?term=11852
Rhoc	Rhoc	ras homolog family member C	11853	1.06835424	https://www.ncbi.nlm.nih.gov/gene/?term=11853
Ripor1	Ripor1	RHO family interacting cell polarization regulator 1	75687	-0.413689982	https://www.ncbi.nlm.nih.gov/gene/?term=75687
Rnaset2a	Rnaset2a	ribonuclease T2A	100037283	-0.44290369	https://www.ncbi.nlm.nih.gov/gene/?term=100037283
Rnd1	Rnd1	Rho family GTPase 1	223881	0.561522947	https://www.ncbi.nlm.nih.gov/gene/?term=223881
Rnf144b	Rnf144b	ring finger protein 144B	218215	-0.527482156	https://www.ncbi.nlm.nih.gov/gene/?term=218215
Rnf167	Rnf167	ring finger protein 167	70510	-0.588814628	https://www.ncbi.nlm.nih.gov/gene/?term=70510
Rnh1	Rnh1	ribonuclease/angiogenin inhibitor 1	107702	0.390376308	https://www.ncbi.nlm.nih.gov/gene/?term=107702
Rpl10	Rpl10	ribosomal protein L10	110954	0.555877459	https://www.ncbi.nlm.nih.gov/gene/?term=110954
Rpl10-ps3	Rpl10-ps3	ribosomal protein L10, pseudogene 3	100043346	0.566616324	https://www.ncbi.nlm.nih.gov/gene/?term=100043346
Rpl10a	Rpl10a	ribosomal protein L10A	19896	0.417882425	https://www.ncbi.nlm.nih.gov/gene/?term=19896
Rpl12	Rpl12	ribosomal protein L12	269261	0.495533925	https://www.ncbi.nlm.nih.gov/gene/?term=269261
Rpl15	Rpl15	ribosomal protein L15	66480	0.392531637	https://www.ncbi.nlm.nih.gov/gene/?term=66480
Rpl27	Rpl27	ribosomal protein L27	19942	0.255518996	https://www.ncbi.nlm.nih.gov/gene/?term=19942
Rpl3	Rpl3	ribosomal protein L3	27367	0.288026301	https://www.ncbi.nlm.nih.gov/gene/?term=27367
Rpl32	Rpl32	ribosomal protein L32	19951	0.37327221	https://www.ncbi.nlm.nih.gov/gene/?term=19951
Rpl35	Rpl35	ribosomal protein L35	66489	0.316051717	https://www.ncbi.nlm.nih.gov/gene/?term=66489
Rpl35a	Rpl35a	ribosomal protein L35A	57808	-0.383423757	https://www.ncbi.nlm.nih.gov/gene/?term=57808
Rpl36a	Rpl36a	ribosomal protein L36A	19982	0.252707921	https://www.ncbi.nlm.nih.gov/gene/?term=19982
Rpl36al	Rpl36al	ribosomal protein L36A-like	66483	0.625418583	https://www.ncbi.nlm.nih.gov/gene/?term=66483
Rpl37	Rpl37	ribosomal protein L37	67281	-0.26260563	https://www.ncbi.nlm.nih.gov/gene/?term=67281
Rpl38	Rpl38	ribosomal protein L38	67671	-0.425259148	https://www.ncbi.nlm.nih.gov/gene/?term=67671
Rpl39	Rpl39	ribosomal protein L39	67248	0.387446596	https://www.ncbi.nlm.nih.gov/gene/?term=67248
Rpl4	Rpl4	ribosomal protein L4	67891	0.416818202	https://www.ncbi.nlm.nih.gov/gene/?term=67891
Rpl41	Rpl41	ribosomal protein L41	67945	0.585292964	https://www.ncbi.nlm.nih.gov/gene/?term=67945
Rpl7a	Rpl7a	ribosomal protein L7A	27176	0.656503899	https://www.ncbi.nlm.nih.gov/gene/?term=27176
Rplp0	Rplp0	ribosomal protein, large, P0	11837	0.983167737	https://www.ncbi.nlm.nih.gov/gene/?term=11837
Rplp1	Rplp1	ribosomal protein, large, P1	56040	0.255761779	https://www.ncbi.nlm.nih.gov/gene/?term=56040
Rplp2	Rplp2	ribosomal protein, large P2	67186	0.337742652	https://www.ncbi.nlm.nih.gov/gene/?term=67186
Rpn1	Rpn1	ribophorin I	103963	0.378010546	https://www.ncbi.nlm.nih.gov/gene/?term=103963
Rpn2	Rpn2	ribophorin II	20014	0.495020315	https://www.ncbi.nlm.nih.gov/gene/?term=20014
Rps11	Rps11	ribosomal protein S11	27207	0.659493951	https://www.ncbi.nlm.nih.gov/gene/?term=27207
Rps15	Rps15	ribosomal protein S15	20054	0.263850394	https://www.ncbi.nlm.nih.gov/gene/?term=20054
Rps17	Rps17	ribosomal protein S17	20068	0.369235811	https://www.ncbi.nlm.nih.gov/gene/?term=20068
Rps18	Rps18	ribosomal protein S18	20084	0.381597985	https://www.ncbi.nlm.nih.gov/gene/?term=20084
Rps2	Rps2	ribosomal protein S2	16898	1.050819901	https://www.ncbi.nlm.nih.gov/gene/?term=16898
Rps25	Rps25	ribosomal protein S25	75617	0.353609073	https://www.ncbi.nlm.nih.gov/gene/?term=75617
Rps26	Rps26	ribosomal protein S26	27370	0.399663693	https://www.ncbi.nlm.nih.gov/gene/?term=27370
Rps27	Rps27	ribosomal protein S27	57294	-0.461378151	https://www.ncbi.nlm.nih.gov/gene/?term=57294
Rps27l	Rps27l	ribosomal protein S27-like	67941	0.284758878	https://www.ncbi.nlm.nih.gov/gene/?term=67941
Rps28	Rps28	ribosomal protein S28	54127	0.291970187	https://www.ncbi.nlm.nih.gov/gene/?term=54127
Rps29	Rps29	ribosomal protein S29	20090	-0.328757318	https://www.ncbi.nlm.nih.gov/gene/?term=20090
Rps6	Rps6	ribosomal protein S6	20104	0.405370145	https://www.ncbi.nlm.nih.gov/gene/?term=20104
Rpsa	Rpsa	ribosomal protein SA	16785	0.720371653	https://www.ncbi.nlm.nih.gov/gene/?term=16785
Rrbp1	Rrbp1	ribosome binding protein 1	81910	0.442886824	https://www.ncbi.nlm.nih.gov/gene/?term=81910
Rsrp1	Rsrp1	arginine/serine rich protein 1	27981	-0.871457489	https://www.ncbi.nlm.nih.gov/gene/?term=27981
Rtl8a	Rtl8a	retrotransposon Gag like 8A	66158	0.444431526	https://www.ncbi.nlm.nih.gov/gene/?term=66158
Rtl8b	Rtl8b	retrotransposon Gag like 8B	553127	0.592147953	https://www.ncbi.nlm.nih.gov/gene/?term=553127
Rtn4	Rtn4	reticulon 4	68585	0.425682058	https://www.ncbi.nlm.nih.gov/gene/?term=68585
S100a1	S100a1	S100 calcium binding protein A1	20193	0.283389085	https://www.ncbi.nlm.nih.gov/gene/?term=20193
S100a10	S100a10	S100 calcium binding protein A10 (calpactin)	20194	1.293033143	https://www.ncbi.nlm.nih.gov/gene/?term=20194
S100a11	S100a11	S100 calcium binding protein A11	20195	1.539919281	https://www.ncbi.nlm.nih.gov/gene/?term=20195
S100a6	S100a6	S100 calcium binding protein A6 (calcyclin)	20200	2.365784191	https://www.ncbi.nlm.nih.gov/gene/?term=20200
Sat1	Sat1	spermidine/spermine N1-acetyl transferase 1	20229	0.615951726	https://www.ncbi.nlm.nih.gov/gene/?term=20229
Sbno2	Sbno2	strawberry notch 2	216161	0.267879299	https://www.ncbi.nlm.nih.gov/gene/?term=216161
Scarb1	Scarb1	scavenger receptor class B, member 1	20778	-0.358240339	https://www.ncbi.nlm.nih.gov/gene/?term=20778
Scgb3a1	Scgb3a1	secretoglobin, family 3A, member 1	68662	1.164480333	https://www.ncbi.nlm.nih.gov/gene/?term=68662
Sdcbp	Sdcbp	syndecan binding protein	53378	0.738605826	https://www.ncbi.nlm.nih.gov/gene/?term=53378
Sdf2l1	Sdf2l1	stromal cell-derived factor 2-like 1	64136	0.298083665	https://www.ncbi.nlm.nih.gov/gene/?term=64136
Sec61b	Sec61b	Sec61 beta subunit	66212	0.625751348	https://www.ncbi.nlm.nih.gov/gene/?term=66212
Sec61g	Sec61g	SEC61, gamma subunit	20335	0.668968242	https://www.ncbi.nlm.nih.gov/gene/?term=20335
Selenof	Selenof	selenoprotein F	93684	0.355841128	https://www.ncbi.nlm.nih.gov/gene/?term=93684
Selenop	Selenop	selenoprotein P	20363	-0.790419035	https://www.ncbi.nlm.nih.gov/gene/?term=20363
Sema3c	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	20348	-0.959175408	https://www.ncbi.nlm.nih.gov/gene/?term=20348
Sema3f	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	20350	0.322740505	https://www.ncbi.nlm.nih.gov/gene/?term=20350
Serp2	Serp2	stress-associated endoplasmic reticulum protein family member 2	72661	-0.372663633	https://www.ncbi.nlm.nih.gov/gene/?term=72661
Serpinh1	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	12406	0.784543194	https://www.ncbi.nlm.nih.gov/gene/?term=12406
Sesn1	Sesn1	sestrin 1	140742	-0.439517253	https://www.ncbi.nlm.nih.gov/gene/?term=140742
Set	Set	SET nuclear oncogene	56086	0.421237182	https://www.ncbi.nlm.nih.gov/gene/?term=56086
Sfxn3	Sfxn3	sideroflexin 3	94280	0.343557188	https://www.ncbi.nlm.nih.gov/gene/?term=94280
Sgms1	Sgms1	sphingomyelin synthase 1	208449	-0.969979863	https://www.ncbi.nlm.nih.gov/gene/?term=208449
Sgpp2	Sgpp2	sphingosine-1-phosphate phosphotase 2	433323	-0.479402405	https://www.ncbi.nlm.nih.gov/gene/?term=433323
Sh3bgrl3	Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3	73723	0.423040739	https://www.ncbi.nlm.nih.gov/gene/?term=73723
Sh3bp5	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	24056	0.533609905	https://www.ncbi.nlm.nih.gov/gene/?term=24056
Shisa5	Shisa5	shisa family member 5	66940	0.759382069	https://www.ncbi.nlm.nih.gov/gene/?term=66940
Shroom1	Shroom1	shroom family member 1	71774	-0.492339857	https://www.ncbi.nlm.nih.gov/gene/?term=71774
Slc12a2	Slc12a2	solute carrier family 12, member 2	20496	0.41999448	https://www.ncbi.nlm.nih.gov/gene/?term=20496
Slc16a1	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	20501	0.471246001	https://www.ncbi.nlm.nih.gov/gene/?term=20501
Slc16a2	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	20502	-0.349521503	https://www.ncbi.nlm.nih.gov/gene/?term=20502
Slc19a3	Slc19a3	solute carrier family 19, member 3	80721	-0.514840433	https://www.ncbi.nlm.nih.gov/gene/?term=80721
Slc22a8	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	19879	-1.617553792	https://www.ncbi.nlm.nih.gov/gene/?term=19879
Slc25a20	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	57279	0.32750733	https://www.ncbi.nlm.nih.gov/gene/?term=57279
Slc25a3	Slc25a3	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3	18674	0.473858115	https://www.ncbi.nlm.nih.gov/gene/?term=18674
Slc25a33	Slc25a33	solute carrier family 25, member 33	70556	-0.527365871	https://www.ncbi.nlm.nih.gov/gene/?term=70556
Slc25a5	Slc25a5	NA	11740	0.372112995	https://www.ncbi.nlm.nih.gov/gene/?term=11740
Slc26a10	Slc26a10	solute carrier family 26, member 10	216441	-0.784959865	https://www.ncbi.nlm.nih.gov/gene/?term=216441
Slc38a3	Slc38a3	solute carrier family 38, member 3	76257	-0.885845591	https://www.ncbi.nlm.nih.gov/gene/?term=76257
Slc39a1	Slc39a1	solute carrier family 39 (zinc transporter), member 1	30791	0.427064362	https://www.ncbi.nlm.nih.gov/gene/?term=30791
Slc39a10	Slc39a10	solute carrier family 39 (zinc transporter), member 10	227059	-0.426857241	https://www.ncbi.nlm.nih.gov/gene/?term=227059
Slc3a2	Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	17254	-0.268692677	https://www.ncbi.nlm.nih.gov/gene/?term=17254
Slc40a1	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	53945	-0.570316884	https://www.ncbi.nlm.nih.gov/gene/?term=53945
Slc50a1	Slc50a1	solute carrier family 50 (sugar transporter), member 1	19729	-0.441345055	https://www.ncbi.nlm.nih.gov/gene/?term=19729
Slc6a6	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	21366	-0.583626047	https://www.ncbi.nlm.nih.gov/gene/?term=21366
Slc7a1	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	11987	-0.734634149	https://www.ncbi.nlm.nih.gov/gene/?term=11987
Slc7a5	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	20539	-0.804857234	https://www.ncbi.nlm.nih.gov/gene/?term=20539
Slc9a3r2	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2	65962	-0.589859154	https://www.ncbi.nlm.nih.gov/gene/?term=65962
Slco1a4	Slco1a4	solute carrier organic anion transporter family, member 1a4	28250	-0.551538134	https://www.ncbi.nlm.nih.gov/gene/?term=28250
Slfn5	Slfn5	schlafen 5	327978	-0.534413127	https://www.ncbi.nlm.nih.gov/gene/?term=327978
Smad1	Smad1	SMAD family member 1	17125	0.292424342	https://www.ncbi.nlm.nih.gov/gene/?term=17125
Smad6	Smad6	SMAD family member 6	17130	-0.414154782	https://www.ncbi.nlm.nih.gov/gene/?term=17130
Smad7	Smad7	SMAD family member 7	17131	-0.702556077	https://www.ncbi.nlm.nih.gov/gene/?term=17131
Smpdl3a	Smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A	57319	-0.492246355	https://www.ncbi.nlm.nih.gov/gene/?term=57319
Snrpd1	Snrpd1	small nuclear ribonucleoprotein D1	20641	0.260011963	https://www.ncbi.nlm.nih.gov/gene/?term=20641
Snrpf	Snrpf	small nuclear ribonucleoprotein polypeptide F	69878	0.276605291	https://www.ncbi.nlm.nih.gov/gene/?term=69878
Socs3	Socs3	suppressor of cytokine signaling 3	12702	0.320128501	https://www.ncbi.nlm.nih.gov/gene/?term=12702
Sod2	Sod2	superoxide dismutase 2, mitochondrial	20656	0.396148281	https://www.ncbi.nlm.nih.gov/gene/?term=20656
Son	Son	Son DNA binding protein	20658	-0.341112185	https://www.ncbi.nlm.nih.gov/gene/?term=20658
Sorbs2	Sorbs2	sorbin and SH3 domain containing 2	234214	-0.655738255	https://www.ncbi.nlm.nih.gov/gene/?term=234214
Sox17	Sox17	SRY (sex determining region Y)-box 17	20671	-0.844242884	https://www.ncbi.nlm.nih.gov/gene/?term=20671
Sox18	Sox18	SRY (sex determining region Y)-box 18	20672	-0.741474646	https://www.ncbi.nlm.nih.gov/gene/?term=20672
Sox7	Sox7	SRY (sex determining region Y)-box 7	20680	-0.447070779	https://www.ncbi.nlm.nih.gov/gene/?term=20680
Sparc	Sparc	secreted acidic cysteine rich glycoprotein	20692	0.638934289	https://www.ncbi.nlm.nih.gov/gene/?term=20692
Sparcl1	Sparcl1	SPARC-like 1	13602	-0.820021826	https://www.ncbi.nlm.nih.gov/gene/?term=13602
Spock2	Spock2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	94214	-1.525432498	https://www.ncbi.nlm.nih.gov/gene/?term=94214
Spry1	Spry1	sprouty RTK signaling antagonist 1	24063	-0.475306996	https://www.ncbi.nlm.nih.gov/gene/?term=24063
Sptbn1	Sptbn1	spectrin beta, non-erythrocytic 1	20742	-0.29342753	https://www.ncbi.nlm.nih.gov/gene/?term=20742
Srgap2	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	14270	-0.551781918	https://www.ncbi.nlm.nih.gov/gene/?term=14270
Srp9	Srp9	signal recognition particle 9	27058	0.27178083	https://www.ncbi.nlm.nih.gov/gene/?term=27058
Srrm2	Srrm2	serine/arginine repetitive matrix 2	75956	-0.365162242	https://www.ncbi.nlm.nih.gov/gene/?term=75956
Srsf7	Srsf7	serine/arginine-rich splicing factor 7	225027	-0.432350157	https://www.ncbi.nlm.nih.gov/gene/?term=225027
Ssr2	Ssr2	signal sequence receptor, beta	66256	0.339253533	https://www.ncbi.nlm.nih.gov/gene/?term=66256
Ssr4	Ssr4	signal sequence receptor, delta	20832	0.493119983	https://www.ncbi.nlm.nih.gov/gene/?term=20832
St3gal6	St3gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	54613	-0.510200314	https://www.ncbi.nlm.nih.gov/gene/?term=54613
St6galnac3	St6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	20447	-0.548394859	https://www.ncbi.nlm.nih.gov/gene/?term=20447
Stard10	Stard10	START domain containing 10	56018	-0.397213035	https://www.ncbi.nlm.nih.gov/gene/?term=56018
Stk38	Stk38	serine/threonine kinase 38	106504	-0.547905829	https://www.ncbi.nlm.nih.gov/gene/?term=106504
Stmn1	Stmn1	stathmin 1	16765	-0.782692619	https://www.ncbi.nlm.nih.gov/gene/?term=16765
Stom	Stom	stomatin	13830	-0.556096954	https://www.ncbi.nlm.nih.gov/gene/?term=13830
Stra6	Stra6	stimulated by retinoic acid gene 6	20897	0.912857677	https://www.ncbi.nlm.nih.gov/gene/?term=20897
Stt3a	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	16430	0.317029436	https://www.ncbi.nlm.nih.gov/gene/?term=16430
Stx6	Stx6	syntaxin 6	58244	0.378009937	https://www.ncbi.nlm.nih.gov/gene/?term=58244
Sult1a1	Sult1a1	sulfotransferase family 1A, phenol-preferring, member 1	20887	-0.452008088	https://www.ncbi.nlm.nih.gov/gene/?term=20887
Surf4	Surf4	surfeit gene 4	20932	0.34239619	https://www.ncbi.nlm.nih.gov/gene/?term=20932
Syf2	Syf2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	68592	-0.413832299	https://www.ncbi.nlm.nih.gov/gene/?term=68592
Synm	Synm	synemin, intermediate filament protein	233335	0.279120826	https://www.ncbi.nlm.nih.gov/gene/?term=233335
Synpo	Synpo	synaptopodin	104027	0.348366778	https://www.ncbi.nlm.nih.gov/gene/?term=104027
Sypl	Sypl	synaptophysin-like protein	19027	-0.256128537	https://www.ncbi.nlm.nih.gov/gene/?term=19027
Taf10	Taf10	TATA-box binding protein associated factor 10	24075	0.368799945	https://www.ncbi.nlm.nih.gov/gene/?term=24075
Tagln2	Tagln2	transgelin 2	21346	0.876774712	https://www.ncbi.nlm.nih.gov/gene/?term=21346
Tap1	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	21354	0.685036409	https://www.ncbi.nlm.nih.gov/gene/?term=21354
Tap2	Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	21355	0.437949703	https://www.ncbi.nlm.nih.gov/gene/?term=21355
Tapbp	Tapbp	TAP binding protein	21356	0.301268592	https://www.ncbi.nlm.nih.gov/gene/?term=21356
Tax1bp3	Tax1bp3	Tax1 (human T cell leukemia virus type I) binding protein 3	76281	0.40992908	https://www.ncbi.nlm.nih.gov/gene/?term=76281
Tbc1d4	Tbc1d4	TBC1 domain family, member 4	210789	-0.628673197	https://www.ncbi.nlm.nih.gov/gene/?term=210789
Tbx3	Tbx3	T-box 3	21386	-0.788654281	https://www.ncbi.nlm.nih.gov/gene/?term=21386
Tceal9	Tceal9	transcription elongation factor A like 9	22381	0.380242852	https://www.ncbi.nlm.nih.gov/gene/?term=22381
Tdrp	Tdrp	testis development related protein	72148	-0.586459357	https://www.ncbi.nlm.nih.gov/gene/?term=72148
Tek	Tek	TEK receptor tyrosine kinase	21687	-0.347185964	https://www.ncbi.nlm.nih.gov/gene/?term=21687
Tes	Tes	testis derived transcript	21753	0.334460643	https://www.ncbi.nlm.nih.gov/gene/?term=21753
Tgfb1	Tgfb1	transforming growth factor, beta 1	21803	0.51129423	https://www.ncbi.nlm.nih.gov/gene/?term=21803
Tgfb2	Tgfb2	transforming growth factor, beta 2	21808	-0.661227653	https://www.ncbi.nlm.nih.gov/gene/?term=21808
Tgm2	Tgm2	transglutaminase 2, C polypeptide	21817	0.571213825	https://www.ncbi.nlm.nih.gov/gene/?term=21817
Tgtp1	Tgtp1	T cell specific GTPase 1	21822	0.445074285	https://www.ncbi.nlm.nih.gov/gene/?term=21822
Thra	Thra	thyroid hormone receptor alpha	21833	-0.436494433	https://www.ncbi.nlm.nih.gov/gene/?term=21833
Tiam1	Tiam1	T cell lymphoma invasion and metastasis 1	21844	-0.485530951	https://www.ncbi.nlm.nih.gov/gene/?term=21844
Timm17a	Timm17a	translocase of inner mitochondrial membrane 17a	21854	0.261796794	https://www.ncbi.nlm.nih.gov/gene/?term=21854
Timp1	Timp1	tissue inhibitor of metalloproteinase 1	21857	0.322310141	https://www.ncbi.nlm.nih.gov/gene/?term=21857
Timp3	Timp3	tissue inhibitor of metalloproteinase 3	21859	-0.713676613	https://www.ncbi.nlm.nih.gov/gene/?term=21859
Tjp1	Tjp1	tight junction protein 1	21872	-0.252079504	https://www.ncbi.nlm.nih.gov/gene/?term=21872
Tm4sf1	Tm4sf1	transmembrane 4 superfamily member 1	17112	0.318766788	https://www.ncbi.nlm.nih.gov/gene/?term=17112
Tma7	Tma7	translational machinery associated 7	66167	0.323745241	https://www.ncbi.nlm.nih.gov/gene/?term=66167
Tmc7	Tmc7	transmembrane channel-like gene family 7	209760	-0.551291119	https://www.ncbi.nlm.nih.gov/gene/?term=209760
Tmcc3	Tmcc3	transmembrane and coiled coil domains 3	319880	-0.497287814	https://www.ncbi.nlm.nih.gov/gene/?term=319880
Tmed10	Tmed10	transmembrane p24 trafficking protein 10	68581	0.343767823	https://www.ncbi.nlm.nih.gov/gene/?term=68581
Tmed9	Tmed9	transmembrane p24 trafficking protein 9	67511	0.370034999	https://www.ncbi.nlm.nih.gov/gene/?term=67511
Tmeff1	Tmeff1	transmembrane protein with EGF-like and two follistatin-like domains 1	230157	-0.427286073	https://www.ncbi.nlm.nih.gov/gene/?term=230157
Tmem176a	Tmem176a	transmembrane protein 176A	66058	0.687879876	https://www.ncbi.nlm.nih.gov/gene/?term=66058
Tmem176b	Tmem176b	transmembrane protein 176B	65963	0.597866369	https://www.ncbi.nlm.nih.gov/gene/?term=65963
Tmem204	Tmem204	transmembrane protein 204	407831	-0.881697831	https://www.ncbi.nlm.nih.gov/gene/?term=407831
Tmem238	Tmem238	transmembrane protein 238	664968	0.267912591	https://www.ncbi.nlm.nih.gov/gene/?term=664968
Tmem252	Tmem252	transmembrane protein 252	226040	1.464826052	https://www.ncbi.nlm.nih.gov/gene/?term=226040
Tmem256	Tmem256	transmembrane protein 256	69186	0.458115748	https://www.ncbi.nlm.nih.gov/gene/?term=69186
Tmem258	Tmem258	transmembrane protein 258	69038	0.258755994	https://www.ncbi.nlm.nih.gov/gene/?term=69038
Tmem43	Tmem43	transmembrane protein 43	74122	0.442594809	https://www.ncbi.nlm.nih.gov/gene/?term=74122
Tmem50a	Tmem50a	transmembrane protein 50A	71817	-0.279299677	https://www.ncbi.nlm.nih.gov/gene/?term=71817
Tmem88	Tmem88	transmembrane protein 88	67020	0.567317897	https://www.ncbi.nlm.nih.gov/gene/?term=67020
Tmsb10	Tmsb10	thymosin, beta 10	19240	1.482623299	https://www.ncbi.nlm.nih.gov/gene/?term=19240
